,nid,cabinet,cname,NICaddr,x,y,z,class
8048,8048,c12-1,c12-1c2s7n2,27548,18,23,7,xe
8049,8049,c12-1,c12-1c2s7n3,27549,18,23,7,xe
8050,8050,c12-1,c12-1c2s6n2,27544,18,23,6,xe
8051,8051,c12-1,c12-1c2s6n3,27545,18,23,6,xe
8052,8052,c12-1,c12-1c2s5n2,27540,18,23,5,xe
8053,8053,c12-1,c12-1c2s5n3,27541,18,23,5,xe
8054,8054,c12-1,c12-1c2s4n2,27536,18,23,4,xe
8055,8055,c12-1,c12-1c2s4n3,27537,18,23,4,xe
8056,8056,c12-1,c12-1c2s3n2,27532,18,23,3,xe
8057,8057,c12-1,c12-1c2s3n3,27533,18,23,3,xe
8058,8058,c12-1,c12-1c2s2n2,27528,18,23,2,xe
8059,8059,c12-1,c12-1c2s2n3,27529,18,23,2,xe
8060,8060,c12-1,c12-1c2s1n2,27524,18,23,1,xe
8061,8061,c12-1,c12-1c2s1n3,27525,18,23,1,xe
8062,8062,c12-1,c12-1c2s0n2,27520,18,23,0,xe
8063,8063,c12-1,c12-1c2s0n3,27521,18,23,0,xe
8064,8064,c14-1,c14-1c2s0n2,31616,17,23,0,xe
8065,8065,c14-1,c14-1c2s0n3,31617,17,23,0,xe
8066,8066,c14-1,c14-1c2s1n2,31620,17,23,1,xe
8067,8067,c14-1,c14-1c2s1n3,31621,17,23,1,xe
8068,8068,c14-1,c14-1c2s2n2,31624,17,23,2,xe
8069,8069,c14-1,c14-1c2s2n3,31625,17,23,2,xe
8070,8070,c14-1,c14-1c2s3n2,31628,17,23,3,xe
8071,8071,c14-1,c14-1c2s3n3,31629,17,23,3,xe
8072,8072,c14-1,c14-1c2s4n2,31632,17,23,4,xe
8073,8073,c14-1,c14-1c2s4n3,31633,17,23,4,xe
8074,8074,c14-1,c14-1c2s5n2,31636,17,23,5,xe
8075,8075,c14-1,c14-1c2s5n3,31637,17,23,5,xe
8076,8076,c14-1,c14-1c2s6n2,31640,17,23,6,xe
8077,8077,c14-1,c14-1c2s6n3,31641,17,23,6,xe
8078,8078,c14-1,c14-1c2s7n2,31644,17,23,7,xe
8079,8079,c14-1,c14-1c2s7n3,31645,17,23,7,xe
8080,8080,c14-1,c14-1c1s7n2,31648,17,23,8,xe
8081,8081,c14-1,c14-1c1s7n3,31649,17,23,8,xe
8082,8082,c14-1,c14-1c1s6n2,31652,17,23,9,xe
8083,8083,c14-1,c14-1c1s6n3,31653,17,23,9,xe
8084,8084,c14-1,c14-1c1s5n2,31656,17,23,10,xe
8085,8085,c14-1,c14-1c1s5n3,31657,17,23,10,xe
8086,8086,c14-1,c14-1c1s4n2,31660,17,23,11,xe
8087,8087,c14-1,c14-1c1s4n3,31661,17,23,11,xe
8088,8088,c14-1,c14-1c1s3n2,31664,17,23,12,xe
8089,8089,c14-1,c14-1c1s3n3,31665,17,23,12,xe
8090,8090,c14-1,c14-1c1s2n2,31668,17,23,13,lnet
8091,8091,c14-1,c14-1c1s2n3,31669,17,23,13,lnet
8092,8092,c14-1,c14-1c1s1n2,31672,17,23,14,xe
8093,8093,c14-1,c14-1c1s1n3,31673,17,23,14,xe
8094,8094,c14-1,c14-1c1s0n2,31676,17,23,15,xe
8095,8095,c14-1,c14-1c1s0n3,31677,17,23,15,xe
8096,8096,c14-1,c14-1c0s0n2,31680,17,23,16,xe
8097,8097,c14-1,c14-1c0s0n3,31681,17,23,16,xe
8098,8098,c14-1,c14-1c0s1n2,31684,17,23,17,xe
8099,8099,c14-1,c14-1c0s1n3,31685,17,23,17,xe
8100,8100,c14-1,c14-1c0s2n2,31688,17,23,18,xe
8101,8101,c14-1,c14-1c0s2n3,31689,17,23,18,xe
8102,8102,c14-1,c14-1c0s3n2,31692,17,23,19,xe
8103,8103,c14-1,c14-1c0s3n3,31693,17,23,19,xe
8104,8104,c14-1,c14-1c0s4n2,31696,17,23,20,xe
8105,8105,c14-1,c14-1c0s4n3,31697,17,23,20,xe
8106,8106,c14-1,c14-1c0s5n2,31700,17,23,21,xe
8107,8107,c14-1,c14-1c0s5n3,31701,17,23,21,xe
8108,8108,c14-1,c14-1c0s6n2,31704,17,23,22,xe
8109,8109,c14-1,c14-1c0s6n3,31705,17,23,22,xe
8110,8110,c14-1,c14-1c0s7n2,31708,17,23,23,xe
8111,8111,c14-1,c14-1c0s7n3,31709,17,23,23,xe
8112,8112,c14-1,c14-1c0s7n0,31580,17,22,23,xe
8113,8113,c14-1,c14-1c0s7n1,31581,17,22,23,xe
8114,8114,c14-1,c14-1c0s6n0,31576,17,22,22,xe
8115,8115,c14-1,c14-1c0s6n1,31577,17,22,22,xe
8116,8116,c14-1,c14-1c0s5n0,31572,17,22,21,xe
8117,8117,c14-1,c14-1c0s5n1,31573,17,22,21,xe
8118,8118,c14-1,c14-1c0s4n0,31568,17,22,20,xe
8119,8119,c14-1,c14-1c0s4n1,31569,17,22,20,xe
8120,8120,c14-1,c14-1c0s3n0,31564,17,22,19,xe
8121,8121,c14-1,c14-1c0s3n1,31565,17,22,19,xe
8122,8122,c14-1,c14-1c0s2n0,31560,17,22,18,xe
8123,8123,c14-1,c14-1c0s2n1,31561,17,22,18,xe
8124,8124,c14-1,c14-1c0s1n0,31556,17,22,17,xe
8125,8125,c14-1,c14-1c0s1n1,31557,17,22,17,xe
8126,8126,c14-1,c14-1c0s0n0,31552,17,22,16,xe
8127,8127,c14-1,c14-1c0s0n1,31553,17,22,16,xe
8128,8128,c14-1,c14-1c1s0n0,31548,17,22,15,xe
8129,8129,c14-1,c14-1c1s0n1,31549,17,22,15,xe
8130,8130,c14-1,c14-1c1s1n0,31544,17,22,14,xe
8131,8131,c14-1,c14-1c1s1n1,31545,17,22,14,xe
8132,8132,c14-1,c14-1c1s2n0,31540,17,22,13,lnet
8133,8133,c14-1,c14-1c1s2n1,31541,17,22,13,lnet
8134,8134,c14-1,c14-1c1s3n0,31536,17,22,12,xe
8135,8135,c14-1,c14-1c1s3n1,31537,17,22,12,xe
8136,8136,c14-1,c14-1c1s4n0,31532,17,22,11,xe
8137,8137,c14-1,c14-1c1s4n1,31533,17,22,11,xe
8138,8138,c14-1,c14-1c1s5n0,31528,17,22,10,xe
8139,8139,c14-1,c14-1c1s5n1,31529,17,22,10,xe
8140,8140,c14-1,c14-1c1s6n0,31524,17,22,9,xe
8141,8141,c14-1,c14-1c1s6n1,31525,17,22,9,xe
8142,8142,c14-1,c14-1c1s7n0,31520,17,22,8,xe
8143,8143,c14-1,c14-1c1s7n1,31521,17,22,8,xe
8144,8144,c14-1,c14-1c2s7n0,31516,17,22,7,xe
8145,8145,c14-1,c14-1c2s7n1,31517,17,22,7,xe
8146,8146,c14-1,c14-1c2s6n0,31512,17,22,6,xe
8147,8147,c14-1,c14-1c2s6n1,31513,17,22,6,xe
8148,8148,c14-1,c14-1c2s5n0,31508,17,22,5,xe
8149,8149,c14-1,c14-1c2s5n1,31509,17,22,5,xe
8150,8150,c14-1,c14-1c2s4n0,31504,17,22,4,xe
8151,8151,c14-1,c14-1c2s4n1,31505,17,22,4,xe
8152,8152,c14-1,c14-1c2s3n0,31500,17,22,3,xe
8153,8153,c14-1,c14-1c2s3n1,31501,17,22,3,xe
8154,8154,c14-1,c14-1c2s2n0,31496,17,22,2,xe
8155,8155,c14-1,c14-1c2s2n1,31497,17,22,2,xe
8156,8156,c14-1,c14-1c2s1n0,31492,17,22,1,xe
8157,8157,c14-1,c14-1c2s1n1,31493,17,22,1,xe
8158,8158,c14-1,c14-1c2s0n0,31488,17,22,0,xe
8159,8159,c14-1,c14-1c2s0n1,31489,17,22,0,xe
8160,8160,c14-3,c14-3c0s0n2,31360,17,21,0,xe
8161,8161,c14-3,c14-3c0s0n3,31361,17,21,0,xe
8162,8162,c14-3,c14-3c0s1n2,31364,17,21,1,xe
8163,8163,c14-3,c14-3c0s1n3,31365,17,21,1,xe
8164,8164,c14-3,c14-3c0s2n2,31368,17,21,2,xe
8165,8165,c14-3,c14-3c0s2n3,31369,17,21,2,xe
8166,8166,c14-3,c14-3c0s3n2,31372,17,21,3,xe
8167,8167,c14-3,c14-3c0s3n3,31373,17,21,3,xe
8168,8168,c14-3,c14-3c0s4n2,31376,17,21,4,xe
8169,8169,c14-3,c14-3c0s4n3,31377,17,21,4,xe
8170,8170,c14-3,c14-3c0s5n2,31380,17,21,5,xe
8171,8171,c14-3,c14-3c0s5n3,31381,17,21,5,xe
8172,8172,c14-3,c14-3c0s6n2,31384,17,21,6,xe
8173,8173,c14-3,c14-3c0s6n3,31385,17,21,6,xe
8174,8174,c14-3,c14-3c0s7n2,31388,17,21,7,xe
8175,8175,c14-3,c14-3c0s7n3,31389,17,21,7,xe
8176,8176,c14-3,c14-3c1s7n2,31392,17,21,8,xe
8177,8177,c14-3,c14-3c1s7n3,31393,17,21,8,xe
8178,8178,c14-3,c14-3c1s6n2,31396,17,21,9,xe
8179,8179,c14-3,c14-3c1s6n3,31397,17,21,9,xe
8180,8180,c14-3,c14-3c1s5n2,31400,17,21,10,xe
8181,8181,c14-3,c14-3c1s5n3,31401,17,21,10,xe
8182,8182,c14-3,c14-3c1s4n2,31404,17,21,11,xe
8183,8183,c14-3,c14-3c1s4n3,31405,17,21,11,xe
8184,8184,c14-3,c14-3c1s3n2,31408,17,21,12,xe
8185,8185,c14-3,c14-3c1s3n3,31409,17,21,12,xe
8186,8186,c14-3,c14-3c1s2n2,31412,17,21,13,xe
8187,8187,c14-3,c14-3c1s2n3,31413,17,21,13,xe
8188,8188,c14-3,c14-3c1s1n2,31416,17,21,14,xe
8189,8189,c14-3,c14-3c1s1n3,31417,17,21,14,xe
8190,8190,c14-3,c14-3c1s0n2,31420,17,21,15,xe
8191,8191,c14-3,c14-3c1s0n3,31421,17,21,15,xe
8192,8192,c14-3,c14-3c2s0n2,31424,17,21,16,xe
8193,8193,c14-3,c14-3c2s0n3,31425,17,21,16,xe
8194,8194,c14-3,c14-3c2s1n2,31428,17,21,17,xe
8195,8195,c14-3,c14-3c2s1n3,31429,17,21,17,xe
8196,8196,c14-3,c14-3c2s2n2,31432,17,21,18,xe
8197,8197,c14-3,c14-3c2s2n3,31433,17,21,18,xe
8198,8198,c14-3,c14-3c2s3n2,31436,17,21,19,xe
8199,8199,c14-3,c14-3c2s3n3,31437,17,21,19,xe
8200,8200,c14-3,c14-3c2s4n2,31440,17,21,20,xe
8201,8201,c14-3,c14-3c2s4n3,31441,17,21,20,xe
8202,8202,c14-3,c14-3c2s5n2,31444,17,21,21,xe
8203,8203,c14-3,c14-3c2s5n3,31445,17,21,21,xe
8204,8204,c14-3,c14-3c2s6n2,31448,17,21,22,xe
8205,8205,c14-3,c14-3c2s6n3,31449,17,21,22,xe
8206,8206,c14-3,c14-3c2s7n2,31452,17,21,23,xe
8207,8207,c14-3,c14-3c2s7n3,31453,17,21,23,xe
8208,8208,c14-3,c14-3c2s7n0,31324,17,20,23,xe
8209,8209,c14-3,c14-3c2s7n1,31325,17,20,23,xe
8210,8210,c14-3,c14-3c2s6n0,31320,17,20,22,xe
8211,8211,c14-3,c14-3c2s6n1,31321,17,20,22,xe
8212,8212,c14-3,c14-3c2s5n0,31316,17,20,21,xe
8213,8213,c14-3,c14-3c2s5n1,31317,17,20,21,xe
8214,8214,c14-3,c14-3c2s4n0,31312,17,20,20,xe
8215,8215,c14-3,c14-3c2s4n1,31313,17,20,20,xe
8216,8216,c14-3,c14-3c2s3n0,31308,17,20,19,xe
8217,8217,c14-3,c14-3c2s3n1,31309,17,20,19,xe
8218,8218,c14-3,c14-3c2s2n0,31304,17,20,18,xe
8219,8219,c14-3,c14-3c2s2n1,31305,17,20,18,xe
8220,8220,c14-3,c14-3c2s1n0,31300,17,20,17,xe
8221,8221,c14-3,c14-3c2s1n1,31301,17,20,17,xe
8222,8222,c14-3,c14-3c2s0n0,31296,17,20,16,xe
8223,8223,c14-3,c14-3c2s0n1,31297,17,20,16,xe
8224,8224,c14-3,c14-3c1s0n0,31292,17,20,15,xe
8225,8225,c14-3,c14-3c1s0n1,31293,17,20,15,xe
8226,8226,c14-3,c14-3c1s1n0,31288,17,20,14,xe
8227,8227,c14-3,c14-3c1s1n1,31289,17,20,14,xe
8228,8228,c14-3,c14-3c1s2n0,31284,17,20,13,xe
8229,8229,c14-3,c14-3c1s2n1,31285,17,20,13,xe
8230,8230,c14-3,c14-3c1s3n0,31280,17,20,12,xe
8231,8231,c14-3,c14-3c1s3n1,31281,17,20,12,xe
