,nid,cabinet,cname,NICaddr,x,y,z,class
20612,20612,c13-2,c13-2c1s2n0,69940,7,2,13,xk
20613,20613,c13-2,c13-2c1s2n1,69941,7,2,13,xk
20614,20614,c13-2,c13-2c1s3n0,69936,7,2,12,xk
20615,20615,c13-2,c13-2c1s3n1,69937,7,2,12,xk
20616,20616,c13-2,c13-2c1s4n0,69932,7,2,11,xk
20617,20617,c13-2,c13-2c1s4n1,69933,7,2,11,xk
20618,20618,c13-2,c13-2c1s5n0,69928,7,2,10,xk
20619,20619,c13-2,c13-2c1s5n1,69929,7,2,10,xk
20620,20620,c13-2,c13-2c1s6n0,69924,7,2,9,xk
20621,20621,c13-2,c13-2c1s6n1,69925,7,2,9,xk
20622,20622,c13-2,c13-2c1s7n0,69920,7,2,8,xk
20623,20623,c13-2,c13-2c1s7n1,69921,7,2,8,xk
20624,20624,c13-2,c13-2c2s7n0,69916,7,2,7,xk
20625,20625,c13-2,c13-2c2s7n1,69917,7,2,7,xk
20626,20626,c13-2,c13-2c2s6n0,69912,7,2,6,xk
20627,20627,c13-2,c13-2c2s6n1,69913,7,2,6,xk
20628,20628,c13-2,c13-2c2s5n0,69908,7,2,5,xk
20629,20629,c13-2,c13-2c2s5n1,69909,7,2,5,xk
20630,20630,c13-2,c13-2c2s4n0,69904,7,2,4,xk
20631,20631,c13-2,c13-2c2s4n1,69905,7,2,4,xk
20632,20632,c13-2,c13-2c2s3n0,69900,7,2,3,xk
20633,20633,c13-2,c13-2c2s3n1,69901,7,2,3,xk
20634,20634,c13-2,c13-2c2s2n0,69896,7,2,2,xk
20635,20635,c13-2,c13-2c2s2n1,69897,7,2,2,xk
20636,20636,c13-2,c13-2c2s1n0,69892,7,2,1,xk
20637,20637,c13-2,c13-2c2s1n1,69893,7,2,1,xk
20638,20638,c13-2,c13-2c2s0n0,69888,7,2,0,xk
20639,20639,c13-2,c13-2c2s0n1,69889,7,2,0,xk
20640,20640,c13-0,c13-0c0s0n2,69760,7,1,0,xk
20641,20641,c13-0,c13-0c0s0n3,69761,7,1,0,xk
20642,20642,c13-0,c13-0c0s1n2,69764,7,1,1,xk
20643,20643,c13-0,c13-0c0s1n3,69765,7,1,1,xk
20644,20644,c13-0,c13-0c0s2n2,69768,7,1,2,xk
20645,20645,c13-0,c13-0c0s2n3,69769,7,1,2,xk
20646,20646,c13-0,c13-0c0s3n2,69772,7,1,3,xk
20647,20647,c13-0,c13-0c0s3n3,69773,7,1,3,xk
20648,20648,c13-0,c13-0c0s4n2,69776,7,1,4,xk
20649,20649,c13-0,c13-0c0s4n3,69777,7,1,4,xk
20650,20650,c13-0,c13-0c0s5n2,69780,7,1,5,xk
20651,20651,c13-0,c13-0c0s5n3,69781,7,1,5,xk
20652,20652,c13-0,c13-0c0s6n2,69784,7,1,6,xk
20653,20653,c13-0,c13-0c0s6n3,69785,7,1,6,xk
20654,20654,c13-0,c13-0c0s7n2,69788,7,1,7,xk
20655,20655,c13-0,c13-0c0s7n3,69789,7,1,7,xk
20656,20656,c13-0,c13-0c1s7n2,69792,7,1,8,xk
20657,20657,c13-0,c13-0c1s7n3,69793,7,1,8,xk
20658,20658,c13-0,c13-0c1s6n2,69796,7,1,9,xk
20659,20659,c13-0,c13-0c1s6n3,69797,7,1,9,xk
20660,20660,c13-0,c13-0c1s5n2,69800,7,1,10,xk
20661,20661,c13-0,c13-0c1s5n3,69801,7,1,10,xk
20662,20662,c13-0,c13-0c1s4n2,69804,7,1,11,xk
20663,20663,c13-0,c13-0c1s4n3,69805,7,1,11,xk
20664,20664,c13-0,c13-0c1s3n2,69808,7,1,12,xk
20665,20665,c13-0,c13-0c1s3n3,69809,7,1,12,xk
20666,20666,c13-0,c13-0c1s2n2,69812,7,1,13,xk
20667,20667,c13-0,c13-0c1s2n3,69813,7,1,13,xk
20668,20668,c13-0,c13-0c1s1n2,69816,7,1,14,xk
20669,20669,c13-0,c13-0c1s1n3,69817,7,1,14,xk
20670,20670,c13-0,c13-0c1s0n2,69820,7,1,15,xk
20671,20671,c13-0,c13-0c1s0n3,69821,7,1,15,xk
20672,20672,c13-0,c13-0c2s0n2,69824,7,1,16,xk
20673,20673,c13-0,c13-0c2s0n3,69825,7,1,16,xk
20674,20674,c13-0,c13-0c2s1n2,69828,7,1,17,xk
20675,20675,c13-0,c13-0c2s1n3,69829,7,1,17,xk
20676,20676,c13-0,c13-0c2s2n2,69832,7,1,18,xk
20677,20677,c13-0,c13-0c2s2n3,69833,7,1,18,xk
20678,20678,c13-0,c13-0c2s3n2,69836,7,1,19,xk
20679,20679,c13-0,c13-0c2s3n3,69837,7,1,19,xk
20680,20680,c13-0,c13-0c2s4n2,69840,7,1,20,xk
20681,20681,c13-0,c13-0c2s4n3,69841,7,1,20,xk
20682,20682,c13-0,c13-0c2s5n2,69844,7,1,21,xk
20683,20683,c13-0,c13-0c2s5n3,69845,7,1,21,xk
20684,20684,c13-0,c13-0c2s6n2,69848,7,1,22,xk
20685,20685,c13-0,c13-0c2s6n3,69849,7,1,22,xk
20686,20686,c13-0,c13-0c2s7n2,69852,7,1,23,xk
20687,20687,c13-0,c13-0c2s7n3,69853,7,1,23,xk
20688,20688,c13-0,c13-0c2s7n0,69724,7,0,23,xk
20689,20689,c13-0,c13-0c2s7n1,69725,7,0,23,xk
20690,20690,c13-0,c13-0c2s6n0,69720,7,0,22,xk
20691,20691,c13-0,c13-0c2s6n1,69721,7,0,22,xk
20692,20692,c13-0,c13-0c2s5n0,69716,7,0,21,xk
20693,20693,c13-0,c13-0c2s5n1,69717,7,0,21,xk
20694,20694,c13-0,c13-0c2s4n0,69712,7,0,20,xk
20695,20695,c13-0,c13-0c2s4n1,69713,7,0,20,xk
20696,20696,c13-0,c13-0c2s3n0,69708,7,0,19,xk
20697,20697,c13-0,c13-0c2s3n1,69709,7,0,19,xk
20698,20698,c13-0,c13-0c2s2n0,69704,7,0,18,xk
20699,20699,c13-0,c13-0c2s2n1,69705,7,0,18,xk
20700,20700,c13-0,c13-0c2s1n0,69700,7,0,17,xk
20701,20701,c13-0,c13-0c2s1n1,69701,7,0,17,xk
20702,20702,c13-0,c13-0c2s0n0,69696,7,0,16,xk
20703,20703,c13-0,c13-0c2s0n1,69697,7,0,16,xk
20704,20704,c13-0,c13-0c1s0n0,69692,7,0,15,xk
20705,20705,c13-0,c13-0c1s0n1,69693,7,0,15,xk
20706,20706,c13-0,c13-0c1s1n0,69688,7,0,14,xk
20707,20707,c13-0,c13-0c1s1n1,69689,7,0,14,xk
20708,20708,c13-0,c13-0c1s2n0,69684,7,0,13,xk
20709,20709,c13-0,c13-0c1s2n1,69685,7,0,13,xk
20710,20710,c13-0,c13-0c1s3n0,69680,7,0,12,xk
20711,20711,c13-0,c13-0c1s3n1,69681,7,0,12,xk
20712,20712,c13-0,c13-0c1s4n0,69676,7,0,11,xk
20713,20713,c13-0,c13-0c1s4n1,69677,7,0,11,xk
20714,20714,c13-0,c13-0c1s5n0,69672,7,0,10,xk
20715,20715,c13-0,c13-0c1s5n1,69673,7,0,10,xk
20716,20716,c13-0,c13-0c1s6n0,69668,7,0,9,xk
20717,20717,c13-0,c13-0c1s6n1,69669,7,0,9,xk
20718,20718,c13-0,c13-0c1s7n0,69664,7,0,8,xk
20719,20719,c13-0,c13-0c1s7n1,69665,7,0,8,xk
20720,20720,c13-0,c13-0c0s7n0,69660,7,0,7,xk
20721,20721,c13-0,c13-0c0s7n1,69661,7,0,7,xk
20722,20722,c13-0,c13-0c0s6n0,69656,7,0,6,xk
20723,20723,c13-0,c13-0c0s6n1,69657,7,0,6,xk
20724,20724,c13-0,c13-0c0s5n0,69652,7,0,5,xk
20725,20725,c13-0,c13-0c0s5n1,69653,7,0,5,xk
20726,20726,c13-0,c13-0c0s4n0,69648,7,0,4,xk
20727,20727,c13-0,c13-0c0s4n1,69649,7,0,4,xk
20728,20728,c13-0,c13-0c0s3n0,69644,7,0,3,xk
20729,20729,c13-0,c13-0c0s3n1,69645,7,0,3,xk
20730,20730,c13-0,c13-0c0s2n0,69640,7,0,2,xk
20731,20731,c13-0,c13-0c0s2n1,69641,7,0,2,xk
20732,20732,c13-0,c13-0c0s1n0,69636,7,0,1,xk
20733,20733,c13-0,c13-0c0s1n1,69637,7,0,1,xk
20734,20734,c13-0,c13-0c0s0n0,69632,7,0,0,xk
20735,20735,c13-0,c13-0c0s0n1,69633,7,0,0,xk
20736,20736,c11-0,c11-0c0s0n0,73728,6,0,0,xk
20737,20737,c11-0,c11-0c0s0n1,73729,6,0,0,xk
20738,20738,c11-0,c11-0c0s1n0,73732,6,0,1,xk
20739,20739,c11-0,c11-0c0s1n1,73733,6,0,1,xk
20740,20740,c11-0,c11-0c0s2n0,73736,6,0,2,xk
20741,20741,c11-0,c11-0c0s2n1,73737,6,0,2,xk
20742,20742,c11-0,c11-0c0s3n0,73740,6,0,3,xk
20743,20743,c11-0,c11-0c0s3n1,73741,6,0,3,xk
20744,20744,c11-0,c11-0c0s4n0,73744,6,0,4,xk
20745,20745,c11-0,c11-0c0s4n1,73745,6,0,4,xk
20746,20746,c11-0,c11-0c0s5n0,73748,6,0,5,xk
20747,20747,c11-0,c11-0c0s5n1,73749,6,0,5,xk
20748,20748,c11-0,c11-0c0s6n0,73752,6,0,6,xk
20749,20749,c11-0,c11-0c0s6n1,73753,6,0,6,xk
20750,20750,c11-0,c11-0c0s7n0,73756,6,0,7,xk
20751,20751,c11-0,c11-0c0s7n1,73757,6,0,7,xk
20752,20752,c11-0,c11-0c1s7n0,73760,6,0,8,xk
20753,20753,c11-0,c11-0c1s7n1,73761,6,0,8,xk
20754,20754,c11-0,c11-0c1s6n0,73764,6,0,9,xk
20755,20755,c11-0,c11-0c1s6n1,73765,6,0,9,xk
20756,20756,c11-0,c11-0c1s5n0,73768,6,0,10,xk
20757,20757,c11-0,c11-0c1s5n1,73769,6,0,10,xk
20758,20758,c11-0,c11-0c1s4n0,73772,6,0,11,xk
20759,20759,c11-0,c11-0c1s4n1,73773,6,0,11,xk
20760,20760,c11-0,c11-0c1s3n0,73776,6,0,12,xk
20761,20761,c11-0,c11-0c1s3n1,73777,6,0,12,xk
20762,20762,c11-0,c11-0c1s2n0,73780,6,0,13,xk
20763,20763,c11-0,c11-0c1s2n1,73781,6,0,13,xk
20764,20764,c11-0,c11-0c1s1n0,73784,6,0,14,xk
20765,20765,c11-0,c11-0c1s1n1,73785,6,0,14,xk
20766,20766,c11-0,c11-0c1s0n0,73788,6,0,15,xk
20767,20767,c11-0,c11-0c1s0n1,73789,6,0,15,xk
20768,20768,c11-0,c11-0c2s0n0,73792,6,0,16,xk
20769,20769,c11-0,c11-0c2s0n1,73793,6,0,16,xk
20770,20770,c11-0,c11-0c2s1n0,73796,6,0,17,xk
20771,20771,c11-0,c11-0c2s1n1,73797,6,0,17,xk
20772,20772,c11-0,c11-0c2s2n0,73800,6,0,18,lnet
20773,20773,c11-0,c11-0c2s2n1,73801,6,0,18,lnet
20774,20774,c11-0,c11-0c2s3n0,73804,6,0,19,xk
20775,20775,c11-0,c11-0c2s3n1,73805,6,0,19,xk
20776,20776,c11-0,c11-0c2s4n0,73808,6,0,20,xk
20777,20777,c11-0,c11-0c2s4n1,73809,6,0,20,xk
20778,20778,c11-0,c11-0c2s5n0,73812,6,0,21,xk
20779,20779,c11-0,c11-0c2s5n1,73813,6,0,21,xk
20780,20780,c11-0,c11-0c2s6n0,73816,6,0,22,xk
20781,20781,c11-0,c11-0c2s6n1,73817,6,0,22,xk
20782,20782,c11-0,c11-0c2s7n0,73820,6,0,23,xk
20783,20783,c11-0,c11-0c2s7n1,73821,6,0,23,xk
20784,20784,c11-0,c11-0c2s7n2,73948,6,1,23,xk
20785,20785,c11-0,c11-0c2s7n3,73949,6,1,23,xk
20786,20786,c11-0,c11-0c2s6n2,73944,6,1,22,xk
20787,20787,c11-0,c11-0c2s6n3,73945,6,1,22,xk
20788,20788,c11-0,c11-0c2s5n2,73940,6,1,21,xk
20789,20789,c11-0,c11-0c2s5n3,73941,6,1,21,xk
20790,20790,c11-0,c11-0c2s4n2,73936,6,1,20,xk
20791,20791,c11-0,c11-0c2s4n3,73937,6,1,20,xk
20792,20792,c11-0,c11-0c2s3n2,73932,6,1,19,xk
20793,20793,c11-0,c11-0c2s3n3,73933,6,1,19,xk
20794,20794,c11-0,c11-0c2s2n2,73928,6,1,18,lnet
20795,20795,c11-0,c11-0c2s2n3,73929,6,1,18,lnet
20796,20796,c11-0,c11-0c2s1n2,73924,6,1,17,xk
20797,20797,c11-0,c11-0c2s1n3,73925,6,1,17,xk
20798,20798,c11-0,c11-0c2s0n2,73920,6,1,16,xk
20799,20799,c11-0,c11-0c2s0n3,73921,6,1,16,xk
20800,20800,c11-0,c11-0c1s0n2,73916,6,1,15,xk
20801,20801,c11-0,c11-0c1s0n3,73917,6,1,15,xk
20802,20802,c11-0,c11-0c1s1n2,73912,6,1,14,xk
20803,20803,c11-0,c11-0c1s1n3,73913,6,1,14,xk
20804,20804,c11-0,c11-0c1s2n2,73908,6,1,13,xk
20805,20805,c11-0,c11-0c1s2n3,73909,6,1,13,xk
20806,20806,c11-0,c11-0c1s3n2,73904,6,1,12,xk
20807,20807,c11-0,c11-0c1s3n3,73905,6,1,12,xk
20808,20808,c11-0,c11-0c1s4n2,73900,6,1,11,xk
20809,20809,c11-0,c11-0c1s4n3,73901,6,1,11,xk
20810,20810,c11-0,c11-0c1s5n2,73896,6,1,10,xk
20811,20811,c11-0,c11-0c1s5n3,73897,6,1,10,xk
20812,20812,c11-0,c11-0c1s6n2,73892,6,1,9,xk
20813,20813,c11-0,c11-0c1s6n3,73893,6,1,9,xk
20814,20814,c11-0,c11-0c1s7n2,73888,6,1,8,xk
20815,20815,c11-0,c11-0c1s7n3,73889,6,1,8,xk
20816,20816,c11-0,c11-0c0s7n2,73884,6,1,7,xk
20817,20817,c11-0,c11-0c0s7n3,73885,6,1,7,xk
20818,20818,c11-0,c11-0c0s6n2,73880,6,1,6,xk
20819,20819,c11-0,c11-0c0s6n3,73881,6,1,6,xk
20820,20820,c11-0,c11-0c0s5n2,73876,6,1,5,xk
20821,20821,c11-0,c11-0c0s5n3,73877,6,1,5,xk
20822,20822,c11-0,c11-0c0s4n2,73872,6,1,4,xk
20823,20823,c11-0,c11-0c0s4n3,73873,6,1,4,xk
20824,20824,c11-0,c11-0c0s3n2,73868,6,1,3,xk
20825,20825,c11-0,c11-0c0s3n3,73869,6,1,3,xk
20826,20826,c11-0,c11-0c0s2n2,73864,6,1,2,xk
20827,20827,c11-0,c11-0c0s2n3,73865,6,1,2,xk
20828,20828,c11-0,c11-0c0s1n2,73860,6,1,1,xk
20829,20829,c11-0,c11-0c0s1n3,73861,6,1,1,xk
20830,20830,c11-0,c11-0c0s0n2,73856,6,1,0,xk
20831,20831,c11-0,c11-0c0s0n3,73857,6,1,0,xk
20832,20832,c11-2,c11-2c2s0n0,73984,6,2,0,xk
20833,20833,c11-2,c11-2c2s0n1,73985,6,2,0,xk
20834,20834,c11-2,c11-2c2s1n0,73988,6,2,1,xk
20835,20835,c11-2,c11-2c2s1n1,73989,6,2,1,xk
20836,20836,c11-2,c11-2c2s2n0,73992,6,2,2,xk
20837,20837,c11-2,c11-2c2s2n1,73993,6,2,2,xk
20838,20838,c11-2,c11-2c2s3n0,73996,6,2,3,xk
20839,20839,c11-2,c11-2c2s3n1,73997,6,2,3,xk
20840,20840,c11-2,c11-2c2s4n0,74000,6,2,4,xk
20841,20841,c11-2,c11-2c2s4n1,74001,6,2,4,xk
20842,20842,c11-2,c11-2c2s5n0,74004,6,2,5,xk
20843,20843,c11-2,c11-2c2s5n1,74005,6,2,5,xk
20844,20844,c11-2,c11-2c2s6n0,74008,6,2,6,xk
20845,20845,c11-2,c11-2c2s6n1,74009,6,2,6,xk
20846,20846,c11-2,c11-2c2s7n0,74012,6,2,7,xk
20847,20847,c11-2,c11-2c2s7n1,74013,6,2,7,xk
20848,20848,c11-2,c11-2c1s7n0,74016,6,2,8,xk
20849,20849,c11-2,c11-2c1s7n1,74017,6,2,8,xk
20850,20850,c11-2,c11-2c1s6n0,74020,6,2,9,xk
20851,20851,c11-2,c11-2c1s6n1,74021,6,2,9,xk
20852,20852,c11-2,c11-2c1s5n0,74024,6,2,10,xk
20853,20853,c11-2,c11-2c1s5n1,74025,6,2,10,xk
20854,20854,c11-2,c11-2c1s4n0,74028,6,2,11,xk
20855,20855,c11-2,c11-2c1s4n1,74029,6,2,11,xk
20856,20856,c11-2,c11-2c1s3n0,74032,6,2,12,xk
20857,20857,c11-2,c11-2c1s3n1,74033,6,2,12,xk
20858,20858,c11-2,c11-2c1s2n0,74036,6,2,13,xk
20859,20859,c11-2,c11-2c1s2n1,74037,6,2,13,xk
20860,20860,c11-2,c11-2c1s1n0,74040,6,2,14,xk
20861,20861,c11-2,c11-2c1s1n1,74041,6,2,14,xk
20862,20862,c11-2,c11-2c1s0n0,74044,6,2,15,xk
20863,20863,c11-2,c11-2c1s0n1,74045,6,2,15,xk
20864,20864,c11-2,c11-2c0s0n0,74048,6,2,16,xk
20865,20865,c11-2,c11-2c0s0n1,74049,6,2,16,xk
20866,20866,c11-2,c11-2c0s1n0,74052,6,2,17,xk
20867,20867,c11-2,c11-2c0s1n1,74053,6,2,17,xk
20868,20868,c11-2,c11-2c0s2n0,74056,6,2,18,xk
20869,20869,c11-2,c11-2c0s2n1,74057,6,2,18,xk
20870,20870,c11-2,c11-2c0s3n0,74060,6,2,19,xk
20871,20871,c11-2,c11-2c0s3n1,74061,6,2,19,xk
20872,20872,c11-2,c11-2c0s4n0,74064,6,2,20,xk
20873,20873,c11-2,c11-2c0s4n1,74065,6,2,20,xk
20874,20874,c11-2,c11-2c0s5n0,74068,6,2,21,xk
20875,20875,c11-2,c11-2c0s5n1,74069,6,2,21,xk
20876,20876,c11-2,c11-2c0s6n0,74072,6,2,22,xk
20877,20877,c11-2,c11-2c0s6n1,74073,6,2,22,xk
20878,20878,c11-2,c11-2c0s7n0,74076,6,2,23,xk
20879,20879,c11-2,c11-2c0s7n1,74077,6,2,23,xk
20880,20880,c11-2,c11-2c0s7n2,74204,6,3,23,xk
20881,20881,c11-2,c11-2c0s7n3,74205,6,3,23,xk
20882,20882,c11-2,c11-2c0s6n2,74200,6,3,22,xk
20883,20883,c11-2,c11-2c0s6n3,74201,6,3,22,xk
20884,20884,c11-2,c11-2c0s5n2,74196,6,3,21,xk
20885,20885,c11-2,c11-2c0s5n3,74197,6,3,21,xk
20886,20886,c11-2,c11-2c0s4n2,74192,6,3,20,xk
20887,20887,c11-2,c11-2c0s4n3,74193,6,3,20,xk
20888,20888,c11-2,c11-2c0s3n2,74188,6,3,19,xk
20889,20889,c11-2,c11-2c0s3n3,74189,6,3,19,xk
20890,20890,c11-2,c11-2c0s2n2,74184,6,3,18,xk
20891,20891,c11-2,c11-2c0s2n3,74185,6,3,18,xk
20892,20892,c11-2,c11-2c0s1n2,74180,6,3,17,xk
20893,20893,c11-2,c11-2c0s1n3,74181,6,3,17,xk
20894,20894,c11-2,c11-2c0s0n2,74176,6,3,16,xk
20895,20895,c11-2,c11-2c0s0n3,74177,6,3,16,xk
20896,20896,c11-2,c11-2c1s0n2,74172,6,3,15,xk
20897,20897,c11-2,c11-2c1s0n3,74173,6,3,15,xk
20898,20898,c11-2,c11-2c1s1n2,74168,6,3,14,xk
20899,20899,c11-2,c11-2c1s1n3,74169,6,3,14,xk
20900,20900,c11-2,c11-2c1s2n2,74164,6,3,13,xk
20901,20901,c11-2,c11-2c1s2n3,74165,6,3,13,xk
20902,20902,c11-2,c11-2c1s3n2,74160,6,3,12,xk
20903,20903,c11-2,c11-2c1s3n3,74161,6,3,12,xk
20904,20904,c11-2,c11-2c1s4n2,74156,6,3,11,xk
20905,20905,c11-2,c11-2c1s4n3,74157,6,3,11,xk
20906,20906,c11-2,c11-2c1s5n2,74152,6,3,10,xk
20907,20907,c11-2,c11-2c1s5n3,74153,6,3,10,xk
20908,20908,c11-2,c11-2c1s6n2,74148,6,3,9,xk
20909,20909,c11-2,c11-2c1s6n3,74149,6,3,9,xk
20910,20910,c11-2,c11-2c1s7n2,74144,6,3,8,xk
20911,20911,c11-2,c11-2c1s7n3,74145,6,3,8,xk
20912,20912,c11-2,c11-2c2s7n2,74140,6,3,7,xk
20913,20913,c11-2,c11-2c2s7n3,74141,6,3,7,xk
20914,20914,c11-2,c11-2c2s6n2,74136,6,3,6,xk
20915,20915,c11-2,c11-2c2s6n3,74137,6,3,6,xk
20916,20916,c11-2,c11-2c2s5n2,74132,6,3,5,xk
20917,20917,c11-2,c11-2c2s5n3,74133,6,3,5,xk
20918,20918,c11-2,c11-2c2s4n2,74128,6,3,4,xk
20919,20919,c11-2,c11-2c2s4n3,74129,6,3,4,xk
20920,20920,c11-2,c11-2c2s3n2,74124,6,3,3,xk
20921,20921,c11-2,c11-2c2s3n3,74125,6,3,3,xk
20922,20922,c11-2,c11-2c2s2n2,74120,6,3,2,xk
20923,20923,c11-2,c11-2c2s2n3,74121,6,3,2,xk
20924,20924,c11-2,c11-2c2s1n2,74116,6,3,1,xk
20925,20925,c11-2,c11-2c2s1n3,74117,6,3,1,xk
20926,20926,c11-2,c11-2c2s0n2,74112,6,3,0,xk
20927,20927,c11-2,c11-2c2s0n3,74113,6,3,0,xk
20928,20928,c11-4,c11-4c0s0n0,74240,6,4,0,xe
20929,20929,c11-4,c11-4c0s0n1,74241,6,4,0,xe
20930,20930,c11-4,c11-4c0s1n0,74244,6,4,1,xe
20931,20931,c11-4,c11-4c0s1n1,74245,6,4,1,xe
20932,20932,c11-4,c11-4c0s2n0,74248,6,4,2,xe
20933,20933,c11-4,c11-4c0s2n1,74249,6,4,2,xe
20934,20934,c11-4,c11-4c0s3n0,74252,6,4,3,xe
20935,20935,c11-4,c11-4c0s3n1,74253,6,4,3,xe
20936,20936,c11-4,c11-4c0s4n0,74256,6,4,4,xe
20937,20937,c11-4,c11-4c0s4n1,74257,6,4,4,xe
20938,20938,c11-4,c11-4c0s5n0,74260,6,4,5,xe
20939,20939,c11-4,c11-4c0s5n1,74261,6,4,5,xe
20940,20940,c11-4,c11-4c0s6n0,74264,6,4,6,xe
20941,20941,c11-4,c11-4c0s6n1,74265,6,4,6,xe
20942,20942,c11-4,c11-4c0s7n0,74268,6,4,7,xe
20943,20943,c11-4,c11-4c0s7n1,74269,6,4,7,xe
20944,20944,c11-4,c11-4c1s7n0,74272,6,4,8,xe
20945,20945,c11-4,c11-4c1s7n1,74273,6,4,8,xe
20946,20946,c11-4,c11-4c1s6n0,74276,6,4,9,xe
20947,20947,c11-4,c11-4c1s6n1,74277,6,4,9,xe
20948,20948,c11-4,c11-4c1s5n0,74280,6,4,10,xe
20949,20949,c11-4,c11-4c1s5n1,74281,6,4,10,xe
20950,20950,c11-4,c11-4c1s4n0,74284,6,4,11,lnet
20951,20951,c11-4,c11-4c1s4n1,74285,6,4,11,lnet
20952,20952,c11-4,c11-4c1s3n0,74288,6,4,12,xe
20953,20953,c11-4,c11-4c1s3n1,74289,6,4,12,xe
20954,20954,c11-4,c11-4c1s2n0,74292,6,4,13,xe
20955,20955,c11-4,c11-4c1s2n1,74293,6,4,13,xe
20956,20956,c11-4,c11-4c1s1n0,74296,6,4,14,xe
20957,20957,c11-4,c11-4c1s1n1,74297,6,4,14,xe
20958,20958,c11-4,c11-4c1s0n0,74300,6,4,15,xe
20959,20959,c11-4,c11-4c1s0n1,74301,6,4,15,xe
20960,20960,c11-4,c11-4c2s0n0,74304,6,4,16,xe
20961,20961,c11-4,c11-4c2s0n1,74305,6,4,16,xe
20962,20962,c11-4,c11-4c2s1n0,74308,6,4,17,xe
20963,20963,c11-4,c11-4c2s1n1,74309,6,4,17,xe
20964,20964,c11-4,c11-4c2s2n0,74312,6,4,18,xe
20965,20965,c11-4,c11-4c2s2n1,74313,6,4,18,xe
20966,20966,c11-4,c11-4c2s3n0,74316,6,4,19,xe
20967,20967,c11-4,c11-4c2s3n1,74317,6,4,19,xe
20968,20968,c11-4,c11-4c2s4n0,74320,6,4,20,xe
20969,20969,c11-4,c11-4c2s4n1,74321,6,4,20,xe
20970,20970,c11-4,c11-4c2s5n0,74324,6,4,21,xe
20971,20971,c11-4,c11-4c2s5n1,74325,6,4,21,xe
20972,20972,c11-4,c11-4c2s6n0,74328,6,4,22,xe
20973,20973,c11-4,c11-4c2s6n1,74329,6,4,22,xe
20974,20974,c11-4,c11-4c2s7n0,74332,6,4,23,xe
20975,20975,c11-4,c11-4c2s7n1,74333,6,4,23,xe
20976,20976,c11-4,c11-4c2s7n2,74460,6,5,23,xe
20977,20977,c11-4,c11-4c2s7n3,74461,6,5,23,xe
20978,20978,c11-4,c11-4c2s6n2,74456,6,5,22,xe
20979,20979,c11-4,c11-4c2s6n3,74457,6,5,22,xe
20980,20980,c11-4,c11-4c2s5n2,74452,6,5,21,xe
20981,20981,c11-4,c11-4c2s5n3,74453,6,5,21,xe
20982,20982,c11-4,c11-4c2s4n2,74448,6,5,20,xe
20983,20983,c11-4,c11-4c2s4n3,74449,6,5,20,xe
20984,20984,c11-4,c11-4c2s3n2,74444,6,5,19,xe
20985,20985,c11-4,c11-4c2s3n3,74445,6,5,19,xe
20986,20986,c11-4,c11-4c2s2n2,74440,6,5,18,xe
20987,20987,c11-4,c11-4c2s2n3,74441,6,5,18,xe
20988,20988,c11-4,c11-4c2s1n2,74436,6,5,17,xe
20989,20989,c11-4,c11-4c2s1n3,74437,6,5,17,xe
20990,20990,c11-4,c11-4c2s0n2,74432,6,5,16,xe
20991,20991,c11-4,c11-4c2s0n3,74433,6,5,16,xe
20992,20992,c11-4,c11-4c1s0n2,74428,6,5,15,xe
20993,20993,c11-4,c11-4c1s0n3,74429,6,5,15,xe
20994,20994,c11-4,c11-4c1s1n2,74424,6,5,14,xe
20995,20995,c11-4,c11-4c1s1n3,74425,6,5,14,xe
20996,20996,c11-4,c11-4c1s2n2,74420,6,5,13,xe
20997,20997,c11-4,c11-4c1s2n3,74421,6,5,13,xe
20998,20998,c11-4,c11-4c1s3n2,74416,6,5,12,xe
20999,20999,c11-4,c11-4c1s3n3,74417,6,5,12,xe
21000,21000,c11-4,c11-4c1s4n2,74412,6,5,11,lnet
21001,21001,c11-4,c11-4c1s4n3,74413,6,5,11,lnet
21002,21002,c11-4,c11-4c1s5n2,74408,6,5,10,xe
21003,21003,c11-4,c11-4c1s5n3,74409,6,5,10,xe
21004,21004,c11-4,c11-4c1s6n2,74404,6,5,9,xe
21005,21005,c11-4,c11-4c1s6n3,74405,6,5,9,xe
21006,21006,c11-4,c11-4c1s7n2,74400,6,5,8,xe
21007,21007,c11-4,c11-4c1s7n3,74401,6,5,8,xe
21008,21008,c11-4,c11-4c0s7n2,74396,6,5,7,xe
21009,21009,c11-4,c11-4c0s7n3,74397,6,5,7,xe
21010,21010,c11-4,c11-4c0s6n2,74392,6,5,6,xe
21011,21011,c11-4,c11-4c0s6n3,74393,6,5,6,xe
21012,21012,c11-4,c11-4c0s5n2,74388,6,5,5,xe
21013,21013,c11-4,c11-4c0s5n3,74389,6,5,5,xe
21014,21014,c11-4,c11-4c0s4n2,74384,6,5,4,xe
21015,21015,c11-4,c11-4c0s4n3,74385,6,5,4,xe
21016,21016,c11-4,c11-4c0s3n2,74380,6,5,3,xe
21017,21017,c11-4,c11-4c0s3n3,74381,6,5,3,xe
21018,21018,c11-4,c11-4c0s2n2,74376,6,5,2,xe
21019,21019,c11-4,c11-4c0s2n3,74377,6,5,2,xe
21020,21020,c11-4,c11-4c0s1n2,74372,6,5,1,xe
21021,21021,c11-4,c11-4c0s1n3,74373,6,5,1,xe
